fid,fname,token_1_symbol,token_1_address,token_1_usd_value,token_2_symbol,token_2_address,token_2_usd_value,token_3_symbol,token_3_address,token_3_usd_value,token_4_symbol,token_4_address,token_4_usd_value,token_5_symbol,token_5_address,token_5_usd_value,token_6_symbol,token_6_address,token_6_usd_value,token_7_symbol,token_7_address,token_7_usd_value,token_8_symbol,token_8_address,token_8_usd_value,token_9_symbol,token_9_address,token_9_usd_value,token_10_symbol,token_10_address,token_10_usd_value
3,dwr.eth,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,820.504760663474,USDC,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,231.23330683461694,CASTR,0xb4925a0efdf0f5397a32129462a5c47bfadba8a2,143.259619125,PURR,0x471b9900534ca3fd67e2becf8f27768dbaa81583,46.87366834926358,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,30.972981646772762,WoW,0x4d3065bb235bed4aed2cb66bfe93c79680bc23e8,26.003383319999998,DOG,0xafb89a09d82fbde58f18ac6437b3fc81724e4df6,24.32347791157042,BLEU,0xbf4db8b7a679f89ef38125d5f84dd1446af2ea3b,20.200923524316924,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,19.407587616047998,ONCHAIN,0xfef2d7b013b88fec2bfe4d2fee0aeb719af73481,13.107622616861892
347,greg,WETH,0x4200000000000000000000000000000000000006,37.30663461430146,kurbi,0x653a143b8d15c565c6623d1f168cfbec1056d872,0.0002761049643950981,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,0.0,,,,,,,,,,,,,,,,,,,,,
99,jessepollak,CHIBI,0x396227edabf114c1dde1da1e96537a8f8204946d,15461.085182211455,CAT,0x141fa78675ea620a4e8cf83972a0b1f10e5d3e69,6546.125576214,WETH,0x4200000000000000000000000000000000000006,6455.930741389498,DOGE,0x80e3ee7bab68feaea6e01c44df9daa5de53e4818,2883.3871911388214,NPC,0xb166e8b140d35d9d8226e40c09f757bac5a4d87d,2717.950294393174,CHOMP,0xebff2db643cf955247339c8c6bcd8406308ca437,2528.2381096127224,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,2349.2975437323894,BRETT,0x532f27101965dd16442e59d40670faf5ebb142e4,2247.1740613195097,BUILD,0x3c281a39944a2319aa653d81cfd93ca10983d234,1318.394564657149,BROKIE,0x40e25a322c2aaf257108a8bd0dac483eca246a0f,1258.8995244341893
207,tim,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,1865.5710952128159,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,1211.155313443686,USDC,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,845.542568094031,PURR,0x471b9900534ca3fd67e2becf8f27768dbaa81583,46.87366834926358,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,24.330187226727748,DOG,0xafb89a09d82fbde58f18ac6437b3fc81724e4df6,16.555280133040345,WASSUP,0x5668f69ac55d3c86fa7275908fc753daee585d5c,10.88007919722789,STRM,0x499a12387357e3ec8facc011a2ab662e8abdbd8f,10.310228924016982,DUDE,0xcb2861a1ec1d0392afb9e342d5aa539e4f75b633,7.00031832093875,MOONCATS,0xc5396321805c7f1bce608cda194aa9155fb20f7d,3.6976599105709838
8,jacob,HIGHER,0x0578d8a44db98b23bf096a382e016e29a5ce0ffe,11423.124694172677,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,5615.982876209861,wowow,0xb36a0e830bd92e7aa5d959c17a20d7656976dd98,85.13540227769889,PURR,0x471b9900534ca3fd67e2becf8f27768dbaa81583,46.87366834926358,$mfer,0xe3086852a4b125803c815a158249ae468a3254ca,44.090150988914424,WETH,0x4200000000000000000000000000000000000006,42.583442421408854,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,37.94028796113009,DOG,0xafb89a09d82fbde58f18ac6437b3fc81724e4df6,32.21622138269593,DUDE,0xcb2861a1ec1d0392afb9e342d5aa539e4f75b633,17.850811718393814,WASSUP,0x5668f69ac55d3c86fa7275908fc753daee585d5c,14.105255267835073
129,phil,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,18137.447538392255,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,1622.4238486936265,SPEC,0x96419929d7949d6a801a6909c145c8eef6a40431,408.98634234735556,WETH,0x4200000000000000000000000000000000000006,336.3214685704679,FARTHER,0x8ad5b9007556749de59e088c88801a3aaa87134b,154.32979973701458,wowow,0xb36a0e830bd92e7aa5d959c17a20d7656976dd98,85.13540227769889,HIGHER,0x0578d8a44db98b23bf096a382e016e29a5ce0ffe,79.6772797050784,DOG,0xafb89a09d82fbde58f18ac6437b3fc81724e4df6,60.151445577333064,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,42.57782764677356,USDC,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,40.498698970215045
56,dcposch.eth,USDC,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,24546.031747597255,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,18936.183707516866,USDbC,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,13988.826249475098,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,565.1167601756819,PURR,0x471b9900534ca3fd67e2becf8f27768dbaa81583,46.87366834926358,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,24.330187226727748,DOG,0xafb89a09d82fbde58f18ac6437b3fc81724e4df6,23.798929183251417,WASSUP,0x5668f69ac55d3c86fa7275908fc753daee585d5c,13.89174845127778,STRM,0x499a12387357e3ec8facc011a2ab662e8abdbd8f,10.372978548428192,DUDE,0xcb2861a1ec1d0392afb9e342d5aa539e4f75b633,8.750397901173438
206,coopahtroopa.eth,HIGHER,0x0578d8a44db98b23bf096a382e016e29a5ce0ffe,20704.052345274973,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,18332.675000546507,STRM,0x499a12387357e3ec8facc011a2ab662e8abdbd8f,6656.238915168753,9-5,0xd727e37dccd5720d1e3849606d3ab669cb68c368,4473.828559575615,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,4169.21445849911,TN100x,0x5b5dee44552546ecea05edea01dcd7be7aa6144a,2963.347117757912,AIRDROP,0xc958e3db092ce36105c14217bbfa38b90a9c3e78,2540.5475436909746,terminal,0xb488fcb23333e7baa28d1dfd7b69a5d3a8bfeb3a,2486.410378573696,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,2035.6591400542816,wowow,0xb36a0e830bd92e7aa5d959c17a20d7656976dd98,1839.556208037651
2,v,WETH,0x4200000000000000000000000000000000000006,192.8326215354857,PURR,0x471b9900534ca3fd67e2becf8f27768dbaa81583,46.87366834926358,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,36.72377862858443,ETH,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,23.909438343154434,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,18.227421329513206,DOG,0xafb89a09d82fbde58f18ac6437b3fc81724e4df6,16.030731404721344,STRM,0x499a12387357e3ec8facc011a2ab662e8abdbd8f,10.268765391278833,WASSUP,0x5668f69ac55d3c86fa7275908fc753daee585d5c,4.099242264231055,BENTO,0x9de16c805a3227b9b92e39a446f9d56cf59fe640,2.9907585037049707,USDC,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,2.0858482987206792
457,zachterrell,DEGEN,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,1541.071257384136,SPEC,0x96419929d7949d6a801a6909c145c8eef6a40431,408.98634234735556,PURR,0x471b9900534ca3fd67e2becf8f27768dbaa81583,46.87366834926358,$COOKIE,0x71bcfae3db84f789899a8879acf926e41ae2384f,17.7074735557415,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,12.165093613363874,STRM,0x499a12387357e3ec8facc011a2ab662e8abdbd8f,10.053021982967504,WASSUP,0x5668f69ac55d3c86fa7275908fc753daee585d5c,9.534150882114217,FOOL,0xe8613a4f6215641feef15af8e66d17b62bc3828d,4.3343758982385,ANIME,0x0e0c9756a3290cd782cf4ab73ac24d25291c9564,3.016694478682557,DUDE,0xcb2861a1ec1d0392afb9e342d5aa539e4f75b633,2.4501114123285626
